# Oscilloscope file ./20170703_502446.bin
# Channel 1
Time / s;Voltage / V
0;0.08
0.025;0.08
0.05;0.08
0.075;0.16
0.1;0.08
0.125;0.08
0.15;0.08
0.175;0.08
0.2;0.08
0.225;0.08
0.25;0.08
0.275;0.08
0.3;0.08
0.325;0.08
0.35;0.08
0.375;0.08
0.4;0.08
0.425;0.08
0.45;0.08
0.475;0.16
0.5;0.08
0.525;0.08
0.55;0.08
0.575;0.08
0.6;0.08
0.625;0.08
0.65;0.08
0.675;0.08
0.7;0.08
0.725;0.08
0.75;0.08
0.775;0.08
0.8;0.08
0.825;0.08
0.85;0.08
0.875;0.08
0.9;0.08
0.925;0.08
0.95;0.08
0.975;0.08
1;0.08
1.025;0.08
1.05;0.08
1.075;0.08
1.1;0.08
1.125;0.08
1.15;0.08
1.175;0.16
1.2;0.08
1.225;0.08
1.25;0.08
1.275;0.16
1.3;0.08
1.325;0.16
1.35;0.16
1.375;0.16
1.4;0.08
1.425;0.16
1.45;0.08
1.475;0.16
1.5;0.08
1.525;0.16
1.55;0.16
1.575;0.16
1.6;0.16
1.625;0.16
1.65;0.16
1.675;0.24
1.7;0.16
1.725;0.24
1.75;0.16
1.775;0.24
1.8;0.16
1.825;0.24
1.85;0.24
1.875;0.24
1.9;0.24
1.925;0.24
1.95;0.24
1.975;0.24
2;0.24
2.025;0.24
2.05;0.24
2.075;0.32
2.1;0.24
2.125;0.24
2.15;0.32
2.175;0.32
2.2;0.24
2.225;0.32
2.25;0.32
2.275;0.32
2.3;0.24
2.325;0.32
2.35;0.32
2.375;0.4
2.4;0.32
2.425;0.32
2.45;0.32
2.475;0.4
2.5;0.32
2.525;0.4
2.55;0.32
2.575;0.4
2.6;0.32
2.625;0.32
2.65;0.4
2.675;0.4
2.7;0.32
2.725;0.4
2.75;0.4
2.775;0.4
2.8;0.4
2.825;0.4
2.85;0.4
2.875;0.4
2.9;0.4
2.925;0.4
2.95;0.4
2.975;0.48
3;0.4
3.025;0.4
3.05;0.48
3.075;0.48
3.1;0.4
3.125;0.48
3.15;0.48
3.175;0.48
3.2;0.4
3.225;0.48
3.25;0.48
3.275;0.48
3.3;0.48
3.325;0.48
3.35;0.48
3.375;0.56
3.4;0.48
3.425;0.56
3.45;0.56
3.475;0.56
3.5;0.48
3.525;0.56
3.55;0.56
3.575;0.56
3.6;0.56
3.625;0.56
3.65;0.56
3.675;0.64
3.7;0.56
3.725;0.56
3.75;0.64
3.775;0.64
3.8;0.56
3.825;0.64
3.85;0.56
3.875;0.64
3.9;0.56
3.925;0.64
3.95;0.64
3.975;0.64
4;0.64
4.025;0.64
4.05;0.64
4.075;0.72
4.1;0.64
4.125;0.72
4.15;0.64
4.175;0.72
4.2;0.64
4.225;0.64
4.25;0.72
4.275;0.72
4.3;0.64
4.325;0.72
4.35;0.72
4.375;0.72
4.4;0.72
4.425;0.72
4.45;0.72
4.475;0.72
4.5;0.72
4.525;0.72
4.55;0.72
4.575;0.8
4.6;0.72
4.625;0.72
4.65;0.8
4.675;0.8
4.7;0.72
4.725;0.8
4.75;0.8
4.775;0.8
4.8;0.72
4.825;0.8
4.85;0.8
4.875;0.8
4.9;0.8
4.925;0.8
4.95;0.8
4.975;0.88
5;0.8
5.025;0.8
5.05;0.8
5.075;0.88
5.1;0.8
5.125;0.88
5.15;0.88
5.175;0.88
5.2;0.88
5.225;0.88
5.25;0.88
5.275;0.88
5.3;0.88
5.325;0.88
5.35;0.88
5.375;0.96
5.4;0.88
5.425;0.88
5.45;0.96
5.475;0.96
5.5;0.88
5.525;0.96
5.55;0.88
5.575;0.96
5.6;0.88
5.625;0.96
5.65;0.96
5.675;1.04
5.7;0.96
5.725;1.04
5.75;0.96
5.775;1.04
5.8;0.96
5.825;0.96
5.85;1.04
5.875;1.04
5.9;0.96
5.925;0.96
5.95;0.96
5.975;1.04
6;0.96
6.025;1.04
6.05;1.04
6.075;1.04
6.1;1.04
6.125;1.04
6.15;1.12
6.175;1.12
6.2;1.04
6.225;1.12
6.25;1.04
6.275;1.12
6.3;1.04
6.325;1.04
6.35;1.12
6.375;1.12
6.4;1.04
6.425;1.12
6.45;1.12
6.475;1.12
6.5;1.12
6.525;1.12
6.55;1.12
6.575;1.2
6.6;1.12
6.625;1.2
6.65;1.12
6.675;1.2
6.7;1.12
6.725;1.12
6.75;1.2
6.775;1.2
6.8;1.12
6.825;1.12
6.85;1.2
6.875;1.2
6.9;1.2
6.925;1.2
6.95;1.2
6.975;1.2
7;1.2
7.025;1.2
7.05;1.2
7.075;1.28
7.1;1.2
7.125;1.2
7.15;1.28
7.175;1.28
7.2;1.2
7.225;1.28
7.25;1.28
7.275;1.28
7.3;1.28
7.325;1.28
7.35;1.28
7.375;1.36
7.4;1.28
7.425;1.28
7.45;1.28
7.475;1.36
7.5;1.28
7.525;1.28
7.55;1.28
7.575;1.36
7.6;1.28
7.625;1.28
7.65;1.36
7.675;1.36
7.7;1.36
7.725;1.36
7.75;1.36
7.775;1.36
7.8;1.36
7.825;1.36
7.85;1.36
7.875;1.44
7.9;1.36
7.925;1.36
7.95;1.36
7.975;1.44
8;1.36
8.025;1.36
8.05;1.44
8.075;1.44
8.1;1.44
8.125;1.44
8.15;1.44
8.175;1.44
8.2;1.44
8.225;1.44
8.25;1.44
8.275;1.52
8.3;1.36
8.325;1.44
8.35;1.52
8.375;1.52
8.4;1.44
8.425;1.52
8.45;1.52
8.475;1.52
8.5;1.44
8.525;1.52
8.55;1.52
8.575;1.6
8.6;1.52
8.625;1.52
8.65;1.52
8.675;1.6
8.7;1.52
8.725;1.6
