# Oscilloscope file ./20170703_481725.bin
# Channel 2
Time / s;Voltage / V
0;-0.46
0.025;-0.44
0.05;-0.44
0.075;-0.4
0.1;-0.44
0.125;-0.4
0.15;-0.4
0.175;-0.4
0.2;-0.42
0.225;-0.42
0.25;-0.4
0.275;-0.4
0.3;-0.42
0.325;-0.42
0.35;-0.4
0.375;-0.4
0.4;-0.42
0.425;-0.42
0.45;-0.42
0.475;-0.42
0.5;-0.44
0.525;-0.42
0.55;-0.42
0.575;-0.42
0.6;-0.66
0.625;-0.66
0.65;-0.7
0.675;-0.7
0.7;-0.94
0.725;-0.92
0.75;-0.94
0.775;-0.84
0.8;-0.94
0.825;-0.84
0.85;-0.82
0.875;-0.6
0.9;-0.82
0.925;-0.6
0.95;-0.56
0.975;-0.44
1;-0.56
1.025;-0.44
1.05;-0.42
1.075;-0.34
1.1;-0.42
1.125;-0.34
1.15;-0.32
1.175;-0.3
1.2;-0.32
1.225;-0.3
1.25;-0.3
1.275;-0.28
1.3;-0.3
1.325;-0.28
1.35;-0.3
1.375;-0.28
1.4;-0.3
1.425;-0.28
1.45;-0.28
1.475;-0.28
1.5;-0.3
1.525;-0.3
1.55;-0.3
1.575;-0.3
1.6;-0.32
1.625;-0.32
1.65;-0.32
1.675;-0.32
1.7;-0.34
1.725;-0.34
1.75;-0.34
1.775;-0.34
1.8;-0.34
1.825;-0.34
1.85;-0.34
1.875;-0.34
1.9;-0.36
1.925;-0.36
1.95;-0.36
1.975;-0.34
2;-0.36
2.025;-0.36
2.05;-0.36
2.075;-0.36
2.1;-0.36
2.125;-0.36
2.15;-0.36
2.175;-0.34
2.2;-0.36
2.225;-0.36
2.25;-0.34
2.275;-0.34
2.3;-0.36
2.325;-0.36
2.35;-0.38
2.375;-0.38
2.4;-0.38
2.425;-0.38
2.45;-0.38
2.475;-0.38
2.5;-0.38
2.525;-0.38
2.55;-0.38
2.575;-0.38
2.6;-0.38
2.625;-0.38
2.65;-0.38
2.675;-0.36
2.7;-0.38
2.725;-0.36
2.75;-0.38
2.775;-0.36
2.8;-0.38
2.825;-0.36
2.85;-0.38
2.875;-0.38
2.9;-0.42
2.925;-0.42
2.95;-0.42
2.975;-0.4
3;-0.42
3.025;-0.4
3.05;-0.42
3.075;-0.38
3.1;-0.42
3.125;-0.38
3.15;-0.4
3.175;-0.38
3.2;-0.4
3.225;-0.4
3.25;-0.4
3.275;-0.38
3.3;-0.4
3.325;-0.38
3.35;-0.38
3.375;-0.36
3.4;-0.38
3.425;-0.36
3.45;-0.36
3.475;-0.36
