# Oscilloscope file ./20170703_493446.bin
# Channel 2
Time / s;Voltage / V
0;0.4
0.025;0.44
0.05;0.4
0.075;0.44
0.1;0.44
0.125;0.44
0.15;0.44
0.175;0.44
0.2;0.44
0.225;0.48
0.25;0.44
0.275;0.44
0.3;0.44
0.325;0.48
0.35;0.44
0.375;0.48
0.4;0.44
0.425;0.48
0.45;0.44
0.475;0.48
0.5;0.48
0.525;0.52
0.55;0.48
0.575;0.52
0.6;0.48
0.625;0.48
0.65;0.48
0.675;0.48
0.7;0.48
0.725;0.52
0.75;0.48
0.775;0.48
0.8;0.48
0.825;0.52
0.85;0.48
0.875;0.52
0.9;0.52
0.925;0.56
0.95;0.52
0.975;0.52
1;0.52
1.025;0.56
1.05;0.52
1.075;0.52
1.1;0.52
1.125;0.56
1.15;0.52
1.175;0.56
1.2;0.52
1.225;0.56
1.25;0.52
1.275;0.56
1.3;0.56
1.325;0.6
1.35;0.56
1.375;0.56
1.4;0.56
1.425;0.6
1.45;0.56
1.475;0.56
1.5;0.6
1.525;0.6
1.55;0.56
1.575;0.6
1.6;0.6
1.625;0.6
1.65;0.6
1.675;0.6
1.7;0.6
1.725;0.6
1.75;0.6
1.775;0.6
1.8;0.6
1.825;0.64
1.85;0.6
1.875;0.6
1.9;0.64
1.925;0.64
1.95;0.6
1.975;0.6
2;0.64
2.025;0.64
2.05;0.64
2.075;0.64
2.1;0.64
2.125;0.68
2.15;0.64
2.175;0.68
2.2;0.68
2.225;0.68
2.25;0.64
2.275;0.68
2.3;0.68
2.325;0.72
2.35;0.68
2.375;0.72
2.4;0.72
2.425;0.72
2.45;0.68
2.475;0.68
2.5;0.72
2.525;0.72
2.55;0.68
2.575;0.68
2.6;0.72
2.625;0.76
2.65;0.72
2.675;0.72
2.7;0.76
2.725;0.76
2.75;0.72
2.775;0.76
2.8;0.72
2.825;0.76
2.85;0.72
2.875;0.76
2.9;0.76
2.925;0.8
2.95;0.76
2.975;0.76
3;0.76
3.025;0.8
3.05;0.76
3.075;0.76
3.1;0.8
3.125;0.8
3.15;0.76
3.175;0.76
3.2;0.76
3.225;0.8
3.25;0.76
3.275;0.8
3.3;0.8
3.325;0.84
3.35;0.8
3.375;0.84
3.4;0.8
3.425;0.84
3.45;0.8
3.475;0.8
3.5;0.8
3.525;0.84
3.55;0.8
3.575;0.84
3.6;0.84
3.625;0.84
3.65;0.84
3.675;0.84
3.7;0.84
3.725;0.88
3.75;0.84
3.775;0.84
3.8;0.84
3.825;0.84
3.85;0.84
3.875;0.84
3.9;0.88
3.925;0.88
3.95;0.84
3.975;0.84
4;0.88
4.025;0.88
4.05;0.88
4.075;0.88
4.1;0.88
4.125;0.92
4.15;0.88
4.175;0.92
4.2;0.88
4.225;0.92
4.25;0.88
4.275;0.88
4.3;0.88
4.325;0.92
4.35;0.88
4.375;0.88
4.4;0.92
4.425;0.96
4.45;0.92
4.475;0.92
4.5;0.92
4.525;0.96
4.55;0.92
4.575;0.92
4.6;0.96
4.625;0.96
4.65;0.92
4.675;0.96
4.7;0.96
4.725;0.96
4.75;0.92
4.775;0.96
4.8;0.96
4.825;0.96
4.85;0.96
4.875;0.96
4.9;0.96
4.925;1
4.95;0.96
4.975;1
5;0.96
5.025;0.96
5.05;0.92
5.075;0.96
5.1;0.96
5.125;0.96
5.15;0.92
5.175;0.96
5.2;0.96
5.225;0.96
5.25;0.96
5.275;0.96
5.3;0.96
5.325;1
5.35;0.96
5.375;1
5.4;0.96
5.425;1
5.45;0.96
5.475;0.96
5.5;0.96
5.525;1
5.55;0.96
5.575;1
5.6;1
5.625;1
5.65;0.96
5.675;1
5.7;1
5.725;1.04
5.75;1
5.775;1.04
5.8;1.04
5.825;1.04
