# Oscilloscope file ./20170703_491700.bin
# Channel 1
Time / s;Voltage / V
0;-28.4
0.05;-28.8
0.1;-28.4
0.15;-28.4
0.2;-28.4
0.25;-28.8
0.3;-28.8
0.35;-28.4
0.4;-28.4
0.45;-28.8
0.5;-28.8
0.55;-28.8
0.6;-28.4
0.65;-28.8
0.7;-28.8
0.75;-29.2
0.8;-28.4
0.85;-29.2
0.9;-28.8
0.95;-28.8
1;-28.8
1.05;-29.2
1.1;-29.2
1.15;-28.8
1.2;-28.8
1.25;-29.2
1.3;-29.2
1.35;-29.2
1.4;-29.2
1.45;-29.2
1.5;-29.2
1.55;-29.2
1.6;-29.2
1.65;-29.6
1.7;-29.2
1.75;-29.2
1.8;-29.2
1.85;-29.6
1.9;-29.2
1.95;-29.2
2;-29.2
2.05;-29.6
2.1;-29.2
2.15;-29.6
2.2;-29.2
2.25;-29.6
2.3;-29.6
2.35;-29.6
2.4;-29.2
2.45;-29.6
2.5;-29.6
2.55;-29.6
2.6;-29.6
2.65;-29.6
2.7;-29.6
2.75;-29.6
2.8;-29.6
2.85;-30.4
2.9;-29.6
2.95;-30
3;-29.6
3.05;-30.4
3.1;-29.6
3.15;-30
3.2;-30
3.25;-30.4
3.3;-30
3.35;-30
3.4;-29.6
3.45;-30
3.5;-30
3.55;-30
3.6;-30
3.65;-30.4
3.7;-30
3.75;-30.4
3.8;-30
3.85;-30.8
3.9;-30.4
3.95;-30.4
4;-30.4
4.05;-30.4
4.1;-30.4
4.15;-30.4
4.2;-30
4.25;-30.8
4.3;-30.4
4.35;-30.4
4.4;-30.4
4.45;-30.8
4.5;-30.4
4.55;-30.8
4.6;-30.4
4.65;-30.8
4.7;-30.4
4.75;-30.8
4.8;-30.4
4.85;-31.2
4.9;-30.8
4.95;-31.2
5;-30.4
5.05;-31.2
5.1;-30.8
5.15;-30.8
5.2;-30.8
5.25;-31.2
5.3;-30.8
5.35;-30.8
5.4;-30.8
5.45;-31.2
5.5;-31.2
5.55;-31.2
5.6;-31.2
5.65;-31.6
5.7;-31.2
5.75;-31.6
5.8;-31.2
5.85;-31.6
5.9;-31.2
5.95;-31.6
6;-31.2
6.05;-31.6
6.1;-31.6
6.15;-32
6.2;-31.2
6.25;-32
6.3;-31.6
6.35;-31.6
6.4;-31.6
6.45;-32
6.5;-31.6
6.55;-32
6.6;-31.6
6.65;-32
6.7;-31.6
6.75;-31.6
6.8;-31.6
6.85;-32.4
6.9;-32
6.95;-32
7;-32
7.05;-32
7.1;-32
7.15;-32
7.2;-32
7.25;-32.4
7.3;-32
7.35;-32.4
7.4;-32
7.45;-32.4
7.5;-32.4
7.55;-32.4
7.6;-32.4
7.65;-32.8
7.7;-32.4
7.75;-32.4
7.8;-32.4
7.85;-32.8
7.9;-32.4
