# Oscilloscope file ./20170703_502104.bin
# Channel 2
Time / s;Voltage / V
28.4;3.96
28.425;9.12
28.45;9.12
28.475;9.12
28.5;9.12
28.525;9.12
28.55;9.12
28.575;9.12
28.6;9.12
28.625;9.12
28.65;9.12
28.675;9.12
28.7;9.12
28.725;9.12
28.75;9.12
28.775;9.12
28.8;9.12
28.825;9.12
28.85;9.12
28.875;9.12
28.9;9.12
28.925;9.12
28.95;9.12
28.975;9.12
29;9.12
29.025;9.12
29.05;9.12
29.075;9.12
29.1;9.12
29.125;9.12
29.15;9.12
29.175;9.12
29.2;9.12
29.225;9.12
29.25;9.12
29.275;9.12
29.3;9.12
29.325;9.12
29.35;9.12
29.375;9.12
29.4;6
29.425;6
29.45;5
29.475;5
29.5;0.64
29.525;0.64
29.55;0.56
29.575;0.56
29.6;0.52
29.625;0.56
29.65;0.56
29.675;0.6
29.7;0.56
29.725;0.6
29.75;0.56
29.775;0.64
29.8;0.56
29.825;0.6
29.85;0.6
29.875;0.6
29.9;0.56
29.925;0.6
29.95;0.6
29.975;0.6
30;0.56
30.025;0.6
30.05;0.6
30.075;0.6
30.1;0.56
30.125;0.56
30.15;0.56
30.175;0.56
30.2;0.52
30.225;0.52
30.25;0.52
30.275;0.52
30.3;0.48
30.325;0.48
30.35;0.48
30.375;0.48
30.4;0.44
30.425;0.44
30.45;0.48
30.475;0.48
30.5;0.36
30.525;0.36
30.55;0.36
30.575;0.36
30.6;0.32
30.625;0.32
30.65;0.32
30.675;0.36
30.7;0.32
30.725;0.36
30.75;0.36
30.775;0.36
30.8;0.32
30.825;0.36
30.85;0.36
30.875;0.36
30.9;0.36
30.925;0.36
30.95;0.32
30.975;0.36
31;0.32
31.025;0.36
31.05;0.36
31.075;0.4
31.1;0.32
31.125;0.36
31.15;0.32
31.175;0.36
31.2;0.32
31.225;0.32
31.25;0.36
31.275;0.36
31.3;0.32
31.325;0.36
31.35;0.36
31.375;0.36
31.4;0.32
31.425;0.32
31.45;0.36
31.475;0.36
31.5;0.32
31.525;0.36
31.55;0.36
31.575;0.36
31.6;0.32
31.625;0.32
31.65;0.36
31.675;0.36
31.7;0.32
31.725;0.32
31.75;0.32
31.775;0.36
31.8;0.32
31.825;0.36
31.85;0.32
31.875;0.36
31.9;0.32
31.925;0.36
31.95;0.32
31.975;0.36
32;0.32
32.025;0.36
32.05;0.32
32.075;0.36
32.1;0.32
32.125;0.36
32.15;0.36
32.175;0.36
32.2;0.36
32.225;0.36
32.25;0.36
32.275;0.4
32.3;0.36
32.325;0.36
32.35;0.44
32.375;0.64
32.4;0.44
32.425;0.64
32.45;0.72
32.475;1.52
32.5;0.72
32.525;1.52
32.55;1.64
32.575;2.88
32.6;1.64
32.625;2.88
32.65;3.04
32.675;4.56
32.7;3.04
32.725;4.56
32.75;4.72
32.775;5.56
32.8;4.72
32.825;5.56
32.85;5.64
32.875;5.68
32.9;5.6
32.925;5.6
32.95;5.56
32.975;5.56
33;5.44
33.025;5.44
33.05;5.36
33.075;5.36
33.1;4.96
33.125;4.96
33.15;4.88
33.175;4.88
33.2;4.48
33.225;4.48
33.25;4.44
33.275;4.44
33.3;3.92
33.325;3.92
33.35;3.88
33.375;3.88
33.4;3.08
33.425;3.08
33.45;3.04
33.475;3.04
33.5;2.28
33.525;2.28
33.55;2.16
33.575;2.16
33.6;0.76
33.625;0.76
33.65;0.64
33.675;0.64
33.7;0.32
33.725;0.32
33.75;0.32
33.775;0.36
33.8;0.32
33.825;0.32
33.85;0.36
33.875;0.36
33.9;0.32
33.925;0.32
33.95;0.32
33.975;0.36
34;0.32
34.025;0.36
34.05;0.36
34.075;0.36
34.1;0.32
34.125;0.36
34.15;0.32
34.175;0.36
34.2;0.32
34.225;0.32
34.25;0.32
34.275;0.36
34.3;0.32
34.325;0.36
34.35;0.36
34.375;0.36
34.4;0.32
34.425;0.36
34.45;0.36
34.475;0.36
34.5;0.32
34.525;0.32
34.55;0.36
34.575;0.36
34.6;0.32
34.625;0.36
34.65;0.36
34.675;0.36
34.7;0.32
34.725;0.32
34.75;0.36
34.775;0.36
34.8;0.32
34.825;0.36
34.85;0.36
34.875;0.4
34.9;0.36
34.925;0.36
34.95;0.32
34.975;0.36
35;0.32
35.025;0.36
35.05;0.36
35.075;0.4
35.1;0.32
35.125;0.4
35.15;0.36
35.175;0.36
35.2;0.32
35.225;0.36
35.25;0.32
35.275;0.36
35.3;0.32
35.325;0.36
35.35;0.36
35.375;0.36
35.4;0.32
35.425;0.36
35.45;0.36
35.475;0.36
35.5;0.32
35.525;0.36
35.55;0.36
35.575;0.36
35.6;0.32
35.625;0.32
35.65;0.36
35.675;0.36
35.7;0.32
35.725;0.36
35.75;0.36
35.775;0.36
35.8;0.32
35.825;0.36
35.85;0.32
35.875;0.36
35.9;0.32
35.925;0.36
35.95;0.32
35.975;0.36
36;0.32
36.025;0.32
36.05;0.32
36.075;0.36
36.1;0.32
36.125;0.36
36.15;0.36
36.175;0.36
36.2;0.32
36.225;0.36
36.25;0.32
36.275;0.36
36.3;0.32
36.325;0.32
36.35;0.32
36.375;0.36
36.4;0.32
36.425;0.36
36.45;0.36
36.475;0.36
36.5;0.32
36.525;0.32
36.55;0.32
36.575;0.36
36.6;0.32
36.625;0.36
36.65;0.36
36.675;0.36
36.7;0.32
36.725;0.36
36.75;0.36
36.775;0.36
36.8;0.32
36.825;0.32
36.85;0.36
36.875;0.36
36.9;0.32
36.925;0.36
36.95;0.36
36.975;0.36
37;0.32
37.025;0.32
37.05;0.36
37.075;0.36
37.1;0.32
37.125;0.36
37.15;0.36
37.175;0.36
37.2;0.32
37.225;0.36
37.25;0.36
37.275;0.36
37.3;0.32
37.325;0.36
37.35;0.36
37.375;0.36
37.4;0.32
37.425;0.36
37.45;0.32
37.475;0.36
37.5;0.32
37.525;0.32
37.55;0.36
37.575;0.36
37.6;0.32
37.625;0.32
37.65;0.32
37.675;0.36
37.7;0.32
37.725;0.36
37.75;0.36
37.775;0.36
37.8;0.32
37.825;0.32
37.85;0.36
37.875;0.36
37.9;0.32
37.925;0.32
37.95;0.32
37.975;0.36
38;0.32
38.025;0.32
38.05;0.32
38.075;0.36
38.1;0.32
38.125;0.32
38.15;0.32
38.175;0.36
38.2;0.32
38.225;0.32
38.25;0.32
38.275;0.36
38.3;0.32
38.325;0.36
38.35;0.32
38.375;0.36
38.4;0.32
38.425;0.36
38.45;0.32
38.475;0.36
38.5;0.32
38.525;0.36
38.55;0.32
38.575;0.36
38.6;0.32
38.625;0.36
38.65;0.32
38.675;0.36
38.7;0.32
38.725;0.36
38.75;0.36
38.775;0.36
38.8;0.32
38.825;0.32
38.85;0.36
38.875;0.36
38.9;0.32
38.925;0.32
38.95;0.36
38.975;0.36
39;0.32
39.025;0.32
39.05;0.32
39.075;0.36
39.1;0.32
39.125;0.32
39.15;0.32
39.175;0.36
39.2;0.32
39.225;0.36
39.25;0.36
39.275;0.36
39.3;0.32
39.325;0.32
39.35;0.32
39.375;0.36
39.4;0.32
39.425;0.32
39.45;0.32
39.475;0.36
39.5;0.32
39.525;0.36
39.55;0.32
39.575;0.36
39.6;0.32
39.625;0.36
39.65;0.32
39.675;0.36
39.7;0.32
39.725;0.32
39.75;0.32
39.775;0.36
39.8;0.32
39.825;0.36
39.85;0.36
39.875;0.36
39.9;0.32
39.925;0.32
39.95;0.36
39.975;0.36
40;0.32
40.025;0.36
40.05;0.36
40.075;0.36
40.1;0.32
40.125;0.32
40.15;0.36
40.175;0.4
40.2;0.32
40.225;0.36
40.25;0.36
40.275;0.36
40.3;0.32
40.325;0.36
40.35;0.36
40.375;0.36
40.4;0.32
40.425;0.32
40.45;0.36
40.475;0.36
40.5;0.36
40.525;0.36
40.55;0.32
40.575;0.36
40.6;0.32
40.625;0.36
40.65;0.36
40.675;0.36
40.7;0.36
40.725;0.36
40.75;0.36
40.775;0.44
40.8;0.36
40.825;0.44
40.85;0.44
40.875;0.52
40.9;0.44
40.925;0.52
40.95;0.52
40.975;0.64
41;0.52
41.025;0.64
41.05;0.68
41.075;0.76
41.1;0.64
41.125;0.72
41.15;0.76
41.175;0.8
41.2;0.72
41.225;0.76
41.25;0.76
41.275;0.76
41.3;0.76
41.325;0.76
41.35;0.76
41.375;0.76
41.4;0.72
41.425;0.72
41.45;0.72
41.475;0.72
41.5;0.68
41.525;0.68
41.55;0.72
41.575;0.72
41.6;0.64
41.625;0.64
41.65;0.64
41.675;0.64
41.7;0.6
41.725;0.6
41.75;0.56
41.775;0.6
41.8;0.52
41.825;0.56
41.85;0.52
41.875;0.52
41.9;0.44
41.925;0.44
41.95;0.4
41.975;0.4
42;0.36
42.025;0.36
42.05;0.36
42.075;0.36
42.1;0.32
42.125;0.32
42.15;0.36
42.175;0.4
42.2;0.32
42.225;0.32
42.25;0.36
42.275;0.36
42.3;0.32
42.325;0.36
42.35;0.36
42.375;0.4
42.4;0.32
42.425;0.36
42.45;0.36
42.475;0.36
42.5;0.32
42.525;0.36
42.55;0.36
42.575;0.36
42.6;0.32
42.625;0.36
42.65;0.36
42.675;0.36
42.7;0.32
42.725;0.36
42.75;0.32
42.775;0.36
42.8;0.32
42.825;0.36
42.85;0.36
42.875;0.36
42.9;0.32
42.925;0.36
42.95;0.32
42.975;0.36
43;0.32
43.025;0.36
43.05;0.36
43.075;0.36
43.1;0.32
43.125;0.36
43.15;0.36
43.175;0.36
43.2;0.32
43.225;0.32
43.25;0.36
43.275;0.36
43.3;0.32
43.325;0.36
43.35;0.32
43.375;0.36
43.4;0.32
43.425;0.32
43.45;0.36
43.475;0.36
43.5;0.32
43.525;0.32
43.55;0.32
43.575;0.36
43.6;0.32
43.625;0.36
43.65;0.36
43.675;0.36
43.7;0.32
43.725;0.36
43.75;0.36
43.775;0.4
