# Oscilloscope file ./20170703_512707.bin
# Channel 1
Time / s;Voltage / V
0;0.08
0.025;0.08
0.05;0.08
0.075;0.08
0.1;0.08
0.125;0.08
0.15;0.08
0.175;0.16
0.2;0.08
0.225;0.08
0.25;0.16
0.275;0.16
0.3;0.08
0.325;0.16
0.35;0.08
0.375;0.16
0.4;0.08
0.425;0.16
0.45;0.16
0.475;0.24
0.5;0.16
0.525;0.16
0.55;0.16
0.575;0.24
0.6;0.16
0.625;0.16
0.65;0.24
0.675;0.24
0.7;0.16
0.725;0.24
0.75;0.24
0.775;0.24
0.8;0.16
0.825;0.24
0.85;0.24
0.875;0.32
0.9;0.24
0.925;0.24
0.95;0.24
0.975;0.32
1;0.24
1.025;0.24
1.05;0.32
1.075;0.32
1.1;0.24
1.125;0.24
1.15;0.32
1.175;0.32
1.2;0.32
1.225;0.32
1.25;0.32
1.275;0.32
1.3;0.32
1.325;0.32
1.35;0.32
1.375;0.4
1.4;0.32
1.425;0.4
1.45;0.4
1.475;0.4
1.5;0.32
1.525;0.4
1.55;0.4
1.575;0.4
1.6;0.32
1.625;0.4
1.65;0.4
1.675;0.4
1.7;0.4
1.725;0.4
1.75;0.4
1.775;0.48
1.8;0.4
1.825;0.4
1.85;0.4
1.875;0.48
1.9;0.4
1.925;0.48
1.95;0.48
1.975;0.48
2;0.4
2.025;0.48
2.05;0.48
2.075;0.48
2.1;0.48
2.125;0.48
2.15;0.48
2.175;0.48
2.2;0.48
2.225;0.48
2.25;0.48
2.275;0.56
2.3;0.48
2.325;0.48
2.35;0.48
2.375;0.56
2.4;0.48
2.425;0.56
2.45;0.56
2.475;0.56
2.5;0.56
2.525;0.56
2.55;0.56
2.575;0.56
2.6;0.48
2.625;0.56
2.65;0.56
2.675;0.64
2.7;0.56
2.725;0.56
2.75;0.64
2.775;0.64
2.8;0.56
2.825;0.56
2.85;0.64
2.875;0.64
2.9;0.64
2.925;0.64
2.95;0.64
2.975;0.72
3;0.64
3.025;0.72
3.05;0.64
3.075;0.72
3.1;0.64
3.125;0.64
3.15;0.64
3.175;0.72
3.2;0.64
3.225;0.72
3.25;0.64
3.275;0.8
3.3;0.64
3.325;0.72
3.35;0.72
3.375;0.8
3.4;0.64
3.425;0.8
3.45;0.72
3.475;0.8
3.5;0.72
3.525;0.8
3.55;0.8
3.575;0.8
3.6;0.72
3.625;0.72
3.65;0.8
3.675;0.8
3.7;0.8
3.725;0.8
3.75;0.8
3.775;0.8
3.8;0.8
3.825;0.8
3.85;0.8
3.875;0.88
3.9;0.8
3.925;0.8
3.95;0.8
3.975;0.88
4;0.8
4.025;0.8
4.05;0.88
4.075;0.88
4.1;0.8
4.125;0.88
4.15;0.88
4.175;0.88
4.2;0.88
4.225;0.88
4.25;0.88
4.275;0.96
4.3;0.88
4.325;0.88
4.35;0.96
4.375;0.96
4.4;0.88
4.425;0.88
4.45;0.96
4.475;0.96
4.5;0.88
4.525;0.96
4.55;0.96
4.575;0.96
4.6;0.96
4.625;0.96
4.65;1.04
4.675;1.04
4.7;0.96
4.725;1.04
4.75;1.04
4.775;1.04
4.8;0.96
4.825;1.04
4.85;0.96
4.875;1.04
4.9;0.96
4.925;1.04
4.95;1.04
4.975;1.04
5;1.04
5.025;1.04
5.05;1.04
5.075;1.12
5.1;1.04
5.125;1.12
5.15;1.04
5.175;1.12
5.2;1.04
5.225;1.12
5.25;1.12
5.275;1.12
5.3;1.12
5.325;1.12
5.35;1.12
5.375;1.12
5.4;1.12
5.425;1.12
5.45;1.12
5.475;1.2
5.5;1.12
5.525;1.12
5.55;1.12
5.575;1.2
5.6;1.12
5.625;1.2
5.65;1.2
5.675;1.2
5.7;1.12
5.725;1.2
5.75;1.2
5.775;1.2
5.8;1.2
5.825;1.2
5.85;1.2
5.875;1.28
5.9;1.2
5.925;1.2
5.95;1.2
5.975;1.28
6;1.2
6.025;1.2
6.05;1.28
6.075;1.28
6.1;1.2
6.125;1.28
6.15;1.28
6.175;1.28
6.2;1.28
6.225;1.28
6.25;1.28
6.275;1.36
6.3;1.28
6.325;1.28
6.35;1.28
6.375;1.36
6.4;1.28
6.425;1.28
6.45;1.36
6.475;1.36
6.5;1.28
6.525;1.36
6.55;1.36
6.575;1.36
6.6;1.28
6.625;1.36
6.65;1.36
6.675;1.36
6.7;1.36
6.725;1.36
6.75;1.36
6.775;1.44
6.8;1.36
6.825;1.44
6.85;1.44
6.875;1.44
6.9;1.36
6.925;1.44
6.95;1.44
6.975;1.44
7;1.44
7.025;1.44
7.05;1.44
7.075;1.52
7.1;1.44
7.125;1.44
7.15;1.44
7.175;1.52
7.2;1.44
7.225;1.52
7.25;1.52
7.275;1.52
7.3;1.44
7.325;1.52
7.35;1.52
7.375;1.52
7.4;1.44
7.425;1.52
7.45;1.52
7.475;1.52
7.5;1.52
7.525;1.52
7.55;1.52
7.575;1.6
7.6;1.52
7.625;1.52
7.65;1.52
7.675;1.6
7.7;1.52
7.725;1.52
7.75;1.6
7.775;1.6
7.8;1.52
7.825;1.52
7.85;1.6
7.875;1.6
7.9;1.6
7.925;1.6
7.95;1.68
7.975;1.68
8;1.6
8.025;1.68
8.05;1.6
8.075;1.68
8.1;1.6
8.125;1.68
8.15;1.6
8.175;1.68
8.2;1.6
8.225;1.68
8.25;1.68
8.275;1.76
8.3;1.68
8.325;1.76
8.35;1.68
8.375;1.76
8.4;1.68
8.425;1.76
8.45;1.68
8.475;1.76
8.5;1.68
8.525;1.76
8.55;1.76
8.575;1.76
8.6;1.68
8.625;1.68
8.65;1.76
8.675;1.76
8.7;1.76
8.725;1.76
