# Oscilloscope file ./20170703_481322.bin
# Channel 1
Time / s;Voltage / V
0;1.2
0.025;1.28
0.05;1.28
0.075;1.28
0.1;1.28
0.125;1.28
0.15;1.28
0.175;1.28
0.2;1.28
0.225;1.28
0.25;1.28
0.275;1.36
0.3;1.28
0.325;1.28
0.35;1.28
0.375;1.36
0.4;1.28
0.425;1.36
0.45;1.36
0.475;1.36
0.5;1.28
0.525;1.36
0.55;1.36
0.575;1.36
0.6;1.36
0.625;1.36
0.65;1.44
0.675;1.44
0.7;1.36
0.725;1.44
0.75;1.36
0.775;1.44
0.8;1.36
0.825;1.44
0.85;1.36
0.875;1.44
0.9;1.36
0.925;1.36
0.95;1.44
0.975;1.44
1;1.44
1.025;1.44
1.05;1.44
1.075;1.52
1.1;1.44
1.125;1.52
1.15;1.44
1.175;1.52
1.2;1.44
1.225;1.44
1.25;1.52
1.275;1.52
1.3;1.52
1.325;1.52
1.35;1.52
1.375;1.52
1.4;1.52
1.425;1.52
1.45;1.52
1.475;1.52
1.5;1.52
1.525;1.52
1.55;1.52
1.575;1.6
1.6;1.52
1.625;1.52
1.65;1.6
1.675;1.6
1.7;1.52
1.725;1.6
1.75;1.6
1.775;1.6
1.8;1.6
1.825;1.6
1.85;1.6
1.875;1.68
1.9;1.6
1.925;1.6
1.95;1.6
1.975;1.68
2;1.6
2.025;1.68
2.05;1.68
2.075;1.68
2.1;1.6
2.125;1.68
2.15;1.68
2.175;1.68
2.2;0.08
2.225;0.08
2.25;0.08
2.275;0.08
2.3;0
2.325;0.08
2.35;0.08
2.375;0.08
2.4;0.08
2.425;0.08
2.45;0.08
2.475;0.08
2.5;0
2.525;0.08
2.55;0.08
2.575;0.08
2.6;0
2.625;0
2.65;0.08
2.675;0.08
2.7;0.08
2.725;0.08
2.75;0.08
2.775;0.08
2.8;0.08
2.825;0.08
2.85;0.08
2.875;0.08
2.9;0.08
2.925;0.08
2.95;0.08
2.975;0.08
3;0
3.025;0.08
3.05;0.08
3.075;0.08
3.1;0
3.125;0
3.15;0.08
3.175;0.08
3.2;0
3.225;0
3.25;0
3.275;0.08
3.3;0
3.325;0.08
3.35;0.08
3.375;0.08
3.4;0
3.425;0.08
3.45;0.08
3.475;0.08
3.5;0
3.525;0.08
3.55;0.08
3.575;0.08
3.6;0.08
3.625;0.08
3.65;0.08
3.675;0.08
3.7;0
3.725;0.08
3.75;0.08
3.775;0.08
3.8;0
3.825;0.08
3.85;0.08
3.875;0.08
3.9;0.08
3.925;0.08
3.95;0.08
3.975;0.08
4;0.08
4.025;0.08
4.05;0.08
4.075;0.08
4.1;0
4.125;0.08
4.15;0.08
4.175;0.08
4.2;0
4.225;0.08
4.25;0.08
4.275;0.08
4.3;0
4.325;0.08
4.35;0.08
4.375;0.08
4.4;0
4.425;0.08
4.45;0.08
4.475;0.08
4.5;0
4.525;0.08
4.55;0.08
4.575;0.08
4.6;0
4.625;0.08
4.65;0.08
4.675;0.08
4.7;0
4.725;0.08
4.75;0.08
4.775;0.08
4.8;0
4.825;0.08
4.85;0.08
4.875;0.08
4.9;0
4.925;0.08
4.95;0.08
4.975;0.08
5;0
5.025;0.08
5.05;0.08
5.075;0.08
5.1;0.08
5.125;0.08
5.15;0.08
5.175;0.16
5.2;0.08
5.225;0.08
5.25;0.08
5.275;0.08
5.3;0
5.325;0.08
5.35;0
5.375;0.08
5.4;0
5.425;0.08
5.45;0.08
5.475;0.08
5.5;0.08
5.525;0.08
5.55;0.08
5.575;0.08
5.6;0
5.625;0.08
5.65;0.08
5.675;0.08
5.7;0.08
5.725;0.08
5.75;0.08
5.775;0.08
5.8;0
5.825;0.08
5.85;0.08
5.875;0.08
5.9;0
5.925;0.08
5.95;0.08
5.975;0.08
6;0
6.025;0.08
6.05;0.08
6.075;0.08
6.1;0
6.125;0.08
6.15;0.08
6.175;0.16
6.2;0.08
6.225;0.08
6.25;0.08
6.275;0.16
6.3;0.08
6.325;0.16
6.35;0.16
6.375;0.16
6.4;0.08
6.425;0.16
6.45;0.16
6.475;0.16
6.5;0.16
6.525;0.16
6.55;0.16
6.575;0.16
6.6;0.16
6.625;0.16
6.65;0.16
6.675;0.24
6.7;0.16
6.725;0.24
6.75;0.24
6.775;0.24
6.8;0.16
6.825;0.24
6.85;0.24
6.875;0.24
6.9;0.16
6.925;0.24
6.95;0.24
6.975;0.32
7;0.24
7.025;0.24
7.05;0.24
7.075;0.32
7.1;0.24
7.125;0.32
7.15;0.24
7.175;0.32
7.2;0.24
7.225;0.32
7.25;0.24
7.275;0.32
7.3;0.24
7.325;0.32
7.35;0.32
7.375;0.32
7.4;0.32
7.425;0.32
7.45;0.32
7.475;0.4
7.5;0.32
7.525;0.32
7.55;0.32
7.575;0.4
7.6;0.32
7.625;0.4
7.65;0.4
7.675;0.4
7.7;0.32
7.725;0.4
7.75;0.4
7.775;0.4
7.8;0.4
7.825;0.4
7.85;0.4
7.875;0.48
7.9;0.4
7.925;0.4
7.95;0.48
7.975;0.48
8;0.4
