Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	1
59	0
60	0
61	2
62	1
63	0
64	0
65	0
66	3
67	0
68	4
69	1
70	3
71	1
72	3
73	2
74	4
75	6
76	4
77	3
78	2
79	4
80	3
81	1
82	0
83	6
84	4
85	3
86	2
87	2
88	3
89	3
90	4
91	5
92	1
93	3
94	5
95	4
96	4
97	5
98	6
99	3
100	3
101	1
102	7
103	3
104	2
105	5
106	2
107	3
108	1
109	6
110	3
111	3
112	2
113	3
114	1
115	4
116	3
117	4
118	2
119	2
120	4
121	0
122	1
123	2
124	3
125	5
126	4
127	2
128	3
129	6
130	0
131	5
132	5
133	3
134	5
135	2
136	2
137	2
138	3
139	3
140	1
141	4
142	3
143	3
144	0
145	6
146	2
147	3
148	6
149	5
150	1
151	1
152	0
153	5
154	4
155	2
156	6
157	3
158	3
159	3
160	2
161	4
162	3
163	4
164	2
165	4
166	4
167	5
168	3
169	2
170	5
171	2
172	3
173	1
174	3
175	0
176	3
177	3
178	2
179	2
180	2
181	1
182	7
183	5
184	2
185	5
186	2
187	3
188	2
189	2
190	4
191	2
192	3
193	4
194	5
195	3
196	1
197	2
198	6
199	4
200	0
201	7
202	1
203	4
204	8
205	5
206	3
207	3
208	4
209	8
210	3
211	2
212	6
213	2
214	2
215	3
216	6
217	3
218	2
219	5
220	3
221	6
222	3
223	3
224	4
225	3
226	3
227	1
228	3
229	4
230	3
231	3
232	2
233	2
234	1
235	1
236	7
237	3
238	5
239	1
240	0
241	0
242	7
243	6
244	4
245	4
246	5
247	1
248	4
249	5
250	2
251	5
252	4
253	4
254	4
255	7
256	0
257	2
258	5
259	3
260	5
261	0
262	3
263	3
264	3
265	3
266	4
267	4
268	2
269	4
270	5
271	3
272	4
273	4
274	9
275	4
276	1
277	7
278	6
279	3
280	3
281	5
282	5
283	5
284	7
285	3
286	5
287	6
288	2
289	2
290	6
291	3
292	4
293	3
294	5
295	2
296	2
297	7
298	3
299	1
300	3
301	5
302	4
303	2
304	2
305	4
306	4
307	6
308	9
309	3
310	8
311	8
312	6
313	4
314	3
315	6
316	2
317	4
318	3
319	8
320	2
321	4
322	4
323	6
324	5
325	5
326	5
327	4
328	3
329	6
330	6
331	2
332	1
333	6
334	5
335	4
336	5
337	12
338	3
339	8
340	5
341	3
342	8
343	2
344	3
345	5
346	4
347	7
348	5
349	6
350	8
351	6
352	5
353	4
354	3
355	9
356	8
357	5
358	8
359	5
360	3
361	7
362	3
363	4
364	3
365	9
366	3
367	4
368	4
369	3
370	6
371	7
372	7
373	9
374	8
375	5
376	2
377	10
378	7
379	3
380	3
381	10
382	5
383	8
384	5
385	6
386	3
387	7
388	5
389	6
390	6
391	9
392	6
393	5
394	8
395	3
396	4
397	9
398	2
399	5
400	2
401	2
402	7
403	3
404	5
405	6
406	3
407	5
408	7
409	6
410	3
411	3
412	8
413	3
414	6
415	8
416	5
417	5
418	4
419	4
420	7
421	2
422	3
423	4
424	4
425	2
426	3
427	5
428	5
429	5
430	2
431	6
432	5
433	6
434	2
435	4
436	2
437	2
438	4
439	3
440	4
441	5
442	6
443	4
