Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	1
79	0
80	0
81	1
82	0
83	0
84	1
85	0
86	1
87	1
88	2
89	1
90	1
91	0
92	0
93	3
94	1
95	1
96	0
97	2
98	1
99	0
100	0
101	2
102	1
103	2
104	0
105	0
106	2
107	0
108	1
109	1
110	0
111	0
112	1
113	1
114	0
115	2
116	1
117	1
118	0
119	1
120	1
121	0
122	0
123	1
124	0
125	2
126	0
127	2
128	3
129	1
130	0
131	3
132	1
133	0
134	0
135	0
136	2
137	0
138	2
139	2
140	0
141	1
142	1
143	2
144	1
145	1
146	2
147	1
148	1
149	0
150	0
151	0
152	0
153	1
154	1
155	0
156	2
157	1
158	0
159	3
160	1
161	0
162	1
163	1
164	0
165	1
166	2
167	0
168	0
169	2
170	0
171	0
172	1
173	0
174	0
175	1
176	1
177	2
178	0
179	0
180	4
181	0
182	3
183	1
184	2
185	1
186	2
187	0
188	1
189	0
190	2
191	2
192	0
193	2
194	0
195	3
196	1
197	0
198	1
199	2
200	2
201	1
202	1
203	2
204	0
205	0
206	1
207	1
208	1
209	1
210	3
211	0
212	1
213	1
214	0
215	0
216	0
217	1
218	0
219	2
220	0
221	1
222	1
223	2
224	2
225	0
226	0
227	2
228	0
229	1
230	1
231	1
232	2
233	0
234	0
235	0
236	0
237	0
238	0
239	1
240	0
241	0
242	1
243	0
244	3
245	2
246	0
247	1
248	0
249	1
250	2
251	1
252	0
253	0
254	1
255	1
256	0
257	1
258	1
259	2
260	0
261	1
262	0
263	0
264	0
265	1
266	1
267	2
268	1
269	0
270	1
271	1
272	0
273	0
274	1
275	0
276	1
277	0
278	0
279	0
280	1
281	0
282	1
283	2
284	0
285	0
286	3
287	1
288	0
289	0
290	1
291	1
292	0
293	1
294	1
295	0
296	1
297	1
298	0
299	2
300	4
301	0
302	1
303	1
304	2
305	2
306	0
307	1
308	0
309	1
310	0
311	0
312	1
313	2
314	0
315	1
316	1
317	1
318	0
319	0
320	0
321	1
322	1
323	0
324	1
325	2
326	0
327	0
328	1
329	1
330	0
331	2
332	1
333	1
334	0
335	2
336	0
337	1
338	0
339	0
340	0
341	0
342	1
343	0
344	0
345	0
346	1
347	0
348	2
349	1
350	0
351	0
352	1
353	0
354	0
355	0
356	2
357	0
358	1
359	1
360	1
361	2
362	0
363	0
364	1
365	1
366	0
367	1
368	0
369	2
370	1
371	0
372	1
373	0
374	0
375	2
376	0
377	1
378	0
379	0
380	1
381	1
382	1
383	1
384	0
385	0
386	1
387	0
388	2
389	0
390	1
391	0
392	0
393	2
394	0
395	0
396	1
397	2
398	0
399	1
400	0
401	1
402	0
403	2
404	1
405	0
406	1
407	0
408	0
409	3
410	1
411	0
412	0
413	1
414	1
415	0
416	0
417	1
418	0
419	1
420	0
421	2
422	0
423	0
424	0
425	2
426	0
427	2
428	0
429	0
430	1
431	2
432	0
433	0
434	0
435	2
436	0
437	0
438	2
439	1
440	2
441	1
442	1
443	2
