Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	1
78	0
79	0
80	0
81	0
82	0
83	1
84	0
85	2
86	3
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	2
95	0
96	1
97	1
98	0
99	0
100	0
101	0
102	0
103	1
104	0
105	0
106	1
107	0
108	0
109	0
110	0
111	0
112	0
113	1
114	0
115	1
116	0
117	1
118	0
119	0
120	1
121	0
122	0
123	0
124	0
125	2
126	0
127	1
128	0
129	1
130	0
131	0
132	0
133	2
134	0
135	1
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	1
145	1
146	0
147	1
148	0
149	1
150	4
151	0
152	0
153	1
154	0
155	2
156	0
157	0
158	0
159	2
160	0
161	0
162	0
163	0
164	2
165	1
166	1
167	1
168	0
169	1
170	0
171	2
172	0
173	0
174	0
175	0
176	0
177	1
178	1
179	1
180	2
181	0
182	0
183	0
184	0
185	0
186	1
187	0
188	0
189	1
190	1
191	0
192	0
193	0
194	0
195	0
196	3
197	3
198	0
199	2
200	1
201	0
202	1
203	1
204	0
205	1
206	1
207	1
208	0
209	3
210	0
211	1
212	1
213	1
214	1
215	1
216	1
217	0
218	2
219	0
220	2
221	1
222	1
223	1
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	1
232	2
233	0
234	2
235	0
236	1
237	1
238	2
239	0
240	0
241	0
242	0
243	0
244	2
245	0
246	2
247	1
248	1
249	1
250	1
251	0
252	1
253	0
254	0
255	1
256	2
257	1
258	1
259	1
260	2
261	1
262	0
263	0
264	0
265	1
266	0
267	1
268	1
269	0
270	0
271	1
272	0
273	0
274	2
275	1
276	0
277	1
278	1
279	0
280	0
281	0
282	3
283	0
284	1
285	0
286	1
287	1
288	0
289	1
290	1
291	1
292	1
293	1
294	0
295	3
296	1
297	0
298	2
299	2
300	2
301	1
302	0
303	1
304	1
305	2
306	0
307	1
308	0
309	3
310	0
311	1
312	2
313	0
314	1
315	2
316	0
317	0
318	0
319	1
320	0
321	0
322	0
323	2
324	3
325	0
326	0
327	0
328	0
329	0
330	1
331	0
332	1
333	1
334	0
335	2
336	0
337	0
338	1
339	1
340	2
341	1
342	2
343	1
344	1
345	0
346	1
347	0
348	0
349	0
350	1
351	2
352	1
353	1
354	0
355	0
356	0
357	1
358	1
359	0
360	0
361	1
362	0
363	1
364	0
365	0
366	0
367	0
368	1
369	0
370	1
371	0
372	0
373	1
374	0
375	0
376	0
377	1
378	0
379	2
380	2
381	0
382	1
383	2
384	0
385	2
386	1
387	0
388	1
389	1
390	1
391	2
392	0
393	0
394	1
395	0
396	0
397	1
398	1
399	0
400	0
401	3
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	1
410	2
411	0
412	0
413	0
414	3
415	1
416	0
417	0
418	0
419	0
420	0
421	2
422	1
423	2
424	0
425	0
426	1
427	1
428	0
429	0
430	1
431	3
432	0
433	3
434	0
435	1
436	0
437	0
438	1
439	0
440	2
441	1
442	1
443	0
