Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	1
75	1
76	0
77	1
78	1
79	0
80	1
81	1
82	1
83	1
84	2
85	0
86	0
87	1
88	1
89	0
90	1
91	2
92	0
93	1
94	1
95	1
96	0
97	0
98	1
99	1
100	0
101	2
102	2
103	0
104	2
105	2
106	1
107	1
108	0
109	2
110	1
111	0
112	0
113	0
114	3
115	2
116	0
117	1
118	1
119	2
120	0
121	2
122	1
123	2
124	0
125	0
126	2
127	3
128	2
129	0
130	1
131	0
132	0
133	0
134	0
135	1
136	1
137	0
138	1
139	1
140	1
141	1
142	3
143	0
144	1
145	0
146	1
147	1
148	0
149	0
150	2
151	3
152	2
153	2
154	1
155	1
156	2
157	3
158	0
159	0
160	0
161	2
162	2
163	5
164	0
165	1
166	1
167	0
168	0
169	0
170	1
171	1
172	1
173	0
174	2
175	1
176	0
177	1
178	0
179	1
180	1
181	0
182	0
183	2
184	1
185	1
186	0
187	0
188	0
189	0
190	0
191	2
192	1
193	2
194	0
195	2
196	2
197	0
198	0
199	2
200	0
201	1
202	2
203	0
204	2
205	0
206	2
207	0
208	0
209	0
210	0
211	3
212	0
213	0
214	4
215	1
216	1
217	0
218	1
219	4
220	0
221	1
222	0
223	0
224	0
225	1
226	0
227	2
228	1
229	1
230	0
231	1
232	0
233	1
234	1
235	0
236	1
237	1
238	2
239	0
240	2
241	0
242	2
243	0
244	0
245	1
246	1
247	2
248	1
249	0
250	0
251	0
252	0
253	0
254	0
255	1
256	0
257	2
258	0
259	0
260	0
261	1
262	1
263	1
264	0
265	2
266	1
267	0
268	0
269	0
270	1
271	2
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	1
281	1
282	1
283	1
284	1
285	0
286	1
287	1
288	0
289	0
290	4
291	0
292	0
293	0
294	0
295	0
296	1
297	0
298	1
299	0
300	0
301	1
302	0
303	3
304	2
305	1
306	0
307	1
308	0
309	1
310	1
311	1
312	0
313	0
314	0
315	2
316	0
317	0
318	0
319	0
320	0
321	2
322	0
323	0
324	1
325	1
326	1
327	1
328	0
329	0
330	0
331	0
332	1
333	0
334	1
335	1
336	0
337	1
338	0
339	0
340	1
341	2
342	2
343	0
344	3
345	1
346	0
347	1
348	0
349	0
350	0
351	0
352	1
353	2
354	1
355	0
356	0
357	1
358	0
359	0
360	2
361	1
362	1
363	0
364	1
365	1
366	2
367	1
368	0
369	1
370	1
371	0
372	1
373	2
374	0
375	0
376	1
377	1
378	0
379	0
380	0
381	0
382	0
383	1
384	0
385	0
386	0
387	0
388	0
389	1
390	1
391	0
392	3
393	0
394	0
395	1
396	1
397	0
398	1
399	0
400	2
401	0
402	2
403	1
404	1
405	0
406	1
407	0
408	0
409	0
410	1
411	2
412	0
413	0
414	0
415	2
416	2
417	1
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	2
426	1
427	1
428	0
429	1
430	0
431	0
432	0
433	0
434	3
435	3
436	0
437	0
438	1
439	0
440	0
441	2
442	0
443	1
