Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	2
79	0
80	0
81	2
82	0
83	1
84	1
85	0
86	1
87	1
88	0
89	0
90	1
91	0
92	1
93	0
94	1
95	0
96	1
97	1
98	1
99	0
100	2
101	0
102	0
103	1
104	1
105	1
106	1
107	1
108	0
109	1
110	0
111	0
112	0
113	0
114	3
115	3
116	0
117	0
118	2
119	2
120	0
121	0
122	0
123	1
124	0
125	1
126	0
127	1
128	0
129	0
130	1
131	0
132	1
133	1
134	1
135	0
136	1
137	0
138	1
139	0
140	1
141	1
142	1
143	0
144	0
145	1
146	1
147	0
148	0
149	0
150	0
151	2
152	1
153	1
154	0
155	0
156	0
157	1
158	0
159	3
160	0
161	1
162	0
163	0
164	2
165	0
166	0
167	0
168	0
169	1
170	1
171	2
172	1
173	0
174	1
175	1
176	1
177	1
178	0
179	0
180	2
181	0
182	1
183	1
184	1
185	1
186	0
187	0
188	0
189	1
190	0
191	2
192	0
193	1
194	0
195	0
196	0
197	1
198	0
199	2
200	2
201	1
202	0
203	0
204	0
205	2
206	3
207	1
208	1
209	0
210	1
211	1
212	0
213	0
214	1
215	4
216	0
217	1
218	0
219	1
220	6
221	1
222	0
223	1
224	2
225	1
226	0
227	5
228	0
229	1
230	1
231	2
232	0
233	0
234	1
235	0
236	1
237	0
238	0
239	3
240	1
241	0
242	1
243	1
244	1
245	0
246	1
247	0
248	0
249	2
250	1
251	1
252	0
253	1
254	1
255	1
256	1
257	0
258	0
259	0
260	1
261	0
262	1
263	0
264	1
265	0
266	0
267	1
268	1
269	0
270	1
271	1
272	1
273	2
274	1
275	0
276	1
277	3
278	2
279	2
280	0
281	3
282	0
283	2
284	1
285	0
286	1
287	1
288	0
289	0
290	0
291	3
292	2
293	1
294	3
295	2
296	0
297	0
298	2
299	1
300	0
301	0
302	2
303	1
304	0
305	2
306	0
307	0
308	2
309	0
310	1
311	1
312	3
313	1
314	0
315	0
316	0
317	0
318	0
319	0
320	1
321	0
322	0
323	1
324	0
325	0
326	1
327	0
328	0
329	1
330	0
331	2
332	2
333	1
334	1
335	0
336	2
337	0
338	0
339	2
340	0
341	0
342	1
343	0
344	1
345	1
346	1
347	0
348	2
349	1
350	1
351	0
352	0
353	1
354	1
355	1
356	3
357	1
358	1
359	0
360	0
361	0
362	0
363	2
364	3
365	1
366	0
367	2
368	0
369	0
370	2
371	0
372	0
373	1
374	2
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	1
383	1
384	0
385	2
386	1
387	0
388	2
389	1
390	1
391	0
392	0
393	1
394	0
395	2
396	0
397	0
398	1
399	0
400	2
401	0
402	0
403	0
404	0
405	4
406	1
407	0
408	1
409	0
410	2
411	1
412	1
413	1
414	2
415	0
416	1
417	2
418	0
419	0
420	0
421	2
422	0
423	0
424	2
425	2
426	3
427	2
428	0
429	2
430	1
431	3
432	1
433	2
434	1
435	0
436	0
437	2
438	0
439	0
440	2
441	0
442	1
443	0
