Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	2
82	0
83	1
84	0
85	0
86	0
87	1
88	1
89	1
90	1
91	0
92	1
93	1
94	0
95	0
96	0
97	0
98	1
99	0
100	1
101	1
102	0
103	0
104	1
105	0
106	0
107	1
108	1
109	0
110	1
111	1
112	1
113	0
114	0
115	0
116	1
117	1
118	1
119	2
120	0
121	1
122	1
123	0
124	1
125	1
126	0
127	1
128	0
129	0
130	0
131	1
132	2
133	2
134	0
135	0
136	0
137	3
138	1
139	0
140	0
141	1
142	0
143	0
144	0
145	1
146	1
147	0
148	2
149	2
150	0
151	0
152	1
153	3
154	1
155	2
156	1
157	0
158	0
159	1
160	2
161	0
162	1
163	0
164	1
165	2
166	0
167	0
168	0
169	0
170	1
171	0
172	0
173	5
174	1
175	1
176	0
177	0
178	1
179	0
180	1
181	0
182	2
183	0
184	0
185	1
186	1
187	1
188	0
189	0
190	0
191	0
192	1
193	0
194	2
195	0
196	0
197	1
198	0
199	0
200	0
201	0
202	0
203	1
204	0
205	1
206	0
207	1
208	1
209	0
210	1
211	1
212	1
213	0
214	1
215	0
216	1
217	2
218	0
219	0
220	1
221	3
222	1
223	2
224	0
225	0
226	0
227	0
228	1
229	0
230	0
231	2
232	2
233	1
234	0
235	2
236	0
237	0
238	0
239	0
240	2
241	1
242	0
243	0
244	0
245	2
246	0
247	2
248	0
249	1
250	0
251	0
252	0
253	1
254	0
255	1
256	0
257	0
258	1
259	0
260	1
261	0
262	0
263	1
264	0
265	0
266	1
267	2
268	0
269	1
270	0
271	1
272	0
273	0
274	0
275	1
276	0
277	2
278	2
279	1
280	0
281	3
282	0
283	0
284	0
285	0
286	0
287	2
288	0
289	0
290	2
291	2
292	2
293	0
294	0
295	0
296	0
297	0
298	0
299	1
300	0
301	0
302	1
303	0
304	1
305	2
306	0
307	1
308	1
309	1
310	0
311	1
312	3
313	0
314	1
315	2
316	1
317	1
318	0
319	0
320	0
321	1
322	1
323	0
324	0
325	0
326	0
327	1
328	1
329	1
330	2
331	1
332	1
333	3
334	2
335	0
336	1
337	0
338	1
339	1
340	1
341	1
342	0
343	0
344	1
345	0
346	2
347	0
348	4
349	0
350	1
351	2
352	0
353	0
354	3
355	1
356	2
357	0
358	1
359	0
360	0
361	2
362	0
363	1
364	2
365	0
366	0
367	1
368	0
369	1
370	1
371	2
372	2
373	0
374	2
375	1
376	1
377	0
378	2
379	0
380	1
381	0
382	1
383	1
384	0
385	1
386	2
387	0
388	4
389	0
390	1
391	1
392	0
393	1
394	0
395	1
396	1
397	2
398	2
399	0
400	3
401	1
402	0
403	0
404	2
405	0
406	1
407	0
408	0
409	0
410	0
411	1
412	0
413	1
414	1
415	1
416	2
417	0
418	1
419	2
420	1
421	0
422	3
423	0
424	2
425	0
426	0
427	1
428	4
429	0
430	1
431	1
432	1
433	1
434	2
435	2
436	0
437	0
438	3
439	1
440	2
441	1
442	2
443	1
